icd10, model, hcc, hcc_label
H348122, v28, 298, Central retinal vein occlusion, left eye, stable
H348130, v28, 298, Central retinal vein occlusion, bilateral, with macular edema
H348131, v28, 298, Central retinal vein occlusion, bilateral, with retinal neovascularization
H348132, v28, 298, Central retinal vein occlusion, bilateral, stable
H348190, v28, 298, Central retinal vein occlusion, unspecified eye, with macular edema
H348191, v28, 298, Central retinal vein occlusion, unspecified eye, with retinal neovascularization
H348192, v28, 298, Central retinal vein occlusion, unspecified eye, stable
H348310, v28, 298, Tributary (branch) retinal vein occlusion, right eye, with macular edema
H348311, v28, 298, Tributary (branch) retinal vein occlusion, right eye, with retinal neovascularization
H348312, v28, 298, Tributary (branch) retinal vein occlusion, right eye, stable
H348320, v28, 298, Tributary (branch) retinal vein occlusion, left eye, with macular edema
H348321, v28, 298, Tributary (branch) retinal vein occlusion, left eye, with retinal neovascularization
H348322, v28, 298, Tributary (branch) retinal vein occlusion, left eye, stable
H348330, v28, 298, Tributary (branch) retinal vein occlusion, bilateral, with macular edema
H348331, v28, 298, Tributary (branch) retinal vein occlusion, bilateral, with retinal neovascularization
H348332, v28, 298, Tributary (branch) retinal vein occlusion, bilateral, stable
H348390, v28, 298, Tributary (branch) retinal vein occlusion, unspecified eye, with macular edema
H348391, v28, 298, Tributary (branch) retinal vein occlusion, unspecified eye, with retinal neovascularization
H348392, v28, 298, Tributary (branch) retinal vein occlusion, unspecified eye, stable
H353210, v28, 300, Exudative age-related macular degeneration, right eye, stage unspecified
H353211, v28, 300, Exudative age-related macular degeneration, right eye, with active choroidal neovascularization
H353212, v28, 300, Exudative age-related macular degeneration, right eye, with inactive choroidal neovascularization
H353213, v28, 300, Exudative age-related macular degeneration, right eye, with inactive scar
H353220, v28, 300, Exudative age-related macular degeneration, left eye, stage unspecified
H353221, v28, 300, Exudative age-related macular degeneration, left eye, with active choroidal neovascularization
H353222, v28, 300, Exudative age-related macular degeneration, left eye, with inactive choroidal neovascularization
H353223, v28, 300, Exudative age-related macular degeneration, left eye, with inactive scar
H353230, v28, 300, Exudative age-related macular degeneration, bilateral, stage unspecified
H353231, v28, 300, Exudative age-related macular degeneration, bilateral, with active choroidal neovascularization
H353232, v28, 300, Exudative age-related macular degeneration, bilateral, with inactive choroidal neovascularization
H353233, v28, 300, Exudative age-related macular degeneration, bilateral, with inactive scar
H353290, v28, 300, Exudative age-related macular degeneration, unspecified eye, stage unspecified
H353291, v28, 300, Exudative age-related macular degeneration, unspecified eye, with active choroidal neovascularization
H353292, v28, 300, Exudative age-related macular degeneration, unspecified eye, with inactive choroidal neovascularization
H353293, v28, 300, Exudative age-related macular degeneration, unspecified eye, with inactive scar
H36811, v28, 108, Nonproliferative sickle-cell retinopathy, right eye
H36812, v28, 108, Nonproliferative sickle-cell retinopathy, left eye
H36813, v28, 108, Nonproliferative sickle-cell retinopathy, bilateral
H36819, v28, 108, Nonproliferative sickle-cell retinopathy, unspecified eye
H36821, v28, 108, Proliferative sickle-cell retinopathy, right eye
H36821, v28, 298, Proliferative sickle-cell retinopathy, right eye
H36822, v28, 108, Proliferative sickle-cell retinopathy, left eye
H36822, v28, 298, Proliferative sickle-cell retinopathy, left eye
H36823, v28, 108, Proliferative sickle-cell retinopathy, bilateral
H36823, v28, 298, Proliferative sickle-cell retinopathy, bilateral
H36829, v28, 108, Proliferative sickle-cell retinopathy, unspecified eye
H36829, v28, 298, Proliferative sickle-cell retinopathy, unspecified eye
H4310, v28, 298, Vitreous hemorrhage, unspecified eye
H4311, v28, 298, Vitreous hemorrhage, right eye
H4312, v28, 298, Vitreous hemorrhage, left eye
H4313, v28, 298, Vitreous hemorrhage, bilateral
I0981, v28, 226, Rheumatic heart failure
I110, v28, 226, Hypertensive heart disease with heart failure
I120, v28, 326, Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease
I130, v28, 226, Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease
I1311, v28, 326, Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease
I132, v28, 226, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
I132, v28, 326, Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease
I200, v28, 229, Unstable angina
I2101, v28, 228, ST elevation (STEMI) myocardial infarction involving left main coronary artery
I2102, v28, 228, ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
I2109, v28, 228, ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
I2111, v28, 228, ST elevation (STEMI) myocardial infarction involving right coronary artery
I2119, v28, 228, ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
I2121, v28, 228, ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
I2129, v28, 228, ST elevation (STEMI) myocardial infarction involving other sites
I213, v28, 228, ST elevation (STEMI) myocardial infarction of unspecified site
I214, v28, 228, Non-ST elevation (NSTEMI) myocardial infarction
I219, v28, 228, Acute myocardial infarction, unspecified
I21A1, v28, 228, Myocardial infarction type 2
I21A9, v28, 228, Other myocardial infarction type
I21B, v28, 228, Myocardial infarction with coronary microvascular dysfunction
I220, v28, 228, Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
I221, v28, 228, Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
I222, v28, 228, Subsequent non-ST elevation (NSTEMI) myocardial infarction
I228, v28, 228, Subsequent ST elevation (STEMI) myocardial infarction of other sites
I229, v28, 228, Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
I230, v28, 229, Hemopericardium as current complication following acute myocardial infarction
I231, v28, 229, Atrial septal defect as current complication following acute myocardial infarction
I232, v28, 229, Ventricular septal defect as current complication following acute myocardial infarction
I233, v28, 229, Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction
I234, v28, 229, Rupture of chordae tendineae as current complication following acute myocardial infarction
I235, v28, 229, Rupture of papillary muscle as current complication following acute myocardial infarction
I236, v28, 229, Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction
I237, v28, 229, Postinfarction angina
I238, v28, 229, Other current complications following acute myocardial infarction
I240, v28, 229, Acute coronary thrombosis not resulting in myocardial infarction
I241, v28, 229, Dressler's syndrome
I248, v28, 229, Other forms of acute ischemic heart disease
I2481, v28, 229, Acute coronary microvascular dysfunction
I2489, v28, 229, Other forms of acute ischemic heart disease
I249, v28, 229, Acute ischemic heart disease, unspecified
I25110, v28, 229, Atherosclerotic heart disease of native coronary artery with unstable angina pectoris
I25700, v28, 229, Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris
I25710, v28, 229, Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris
I25720, v28, 229, Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris
I25730, v28, 229, Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris
I25750, v28, 229, Atherosclerosis of native coronary artery of transplanted heart with unstable angina
I25760, v28, 229, Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina
I25790, v28, 229, Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris
I2601, v28, 267, Septic pulmonary embolism with acute cor pulmonale
I2602, v28, 267, Saddle embolus of pulmonary artery with acute cor pulmonale
I2609, v28, 267, Other pulmonary embolism with acute cor pulmonale
I2690, v28, 267, Septic pulmonary embolism without acute cor pulmonale
I2692, v28, 267, Saddle embolus of pulmonary artery without acute cor pulmonale
I2693, v28, 267, Single subsegmental pulmonary embolism without acute cor pulmonale
I2694, v28, 267, Multiple subsegmental pulmonary emboli without acute cor pulmonale
I2699, v28, 267, Other pulmonary embolism without acute cor pulmonale
I270, v28, 226, Primary pulmonary hypertension
I271, v28, 226, Kyphoscoliotic heart disease
I2720, v28, 226, Pulmonary hypertension, unspecified
I2721, v28, 226, Secondary pulmonary arterial hypertension
I2722, v28, 226, Pulmonary hypertension due to left heart disease
I2723, v28, 226, Pulmonary hypertension due to lung diseases and hypoxia
I2724, v28, 226, Chronic thromboembolic pulmonary hypertension
I2729, v28, 226, Other secondary pulmonary hypertension
I2781, v28, 226, Cor pulmonale (chronic)
I2782, v28, 267, Chronic pulmonary embolism
I2783, v28, 226, Eisenmenger's syndrome
I2789, v28, 226, Other specified pulmonary heart diseases
I279, v28, 226, Pulmonary heart disease, unspecified
I280, v28, 226, Arteriovenous fistula of pulmonary vessels
I281, v28, 226, Aneurysm of pulmonary artery
I288, v28, 226, Other diseases of pulmonary vessels
I289, v28, 226, Disease of pulmonary vessels, unspecified
I3131, v28, 17, Malignant pericardial effusion in diseases classified elsewhere
I420, v28, 227, Dilated cardiomyopathy
I421, v28, 227, Obstructive hypertrophic cardiomyopathy
I422, v28, 227, Other hypertrophic cardiomyopathy
I423, v28, 227, Endomyocardial (eosinophilic) disease
I424, v28, 227, Endocardial fibroelastosis
I425, v28, 227, Other restrictive cardiomyopathy
I426, v28, 227, Alcoholic cardiomyopathy
I428, v28, 227, Other cardiomyopathies
I429, v28, 227, Cardiomyopathy, unspecified
I43, v28, 227, Cardiomyopathy in diseases classified elsewhere
I442, v28, 238, Atrioventricular block, complete
I462, v28, 213, Cardiac arrest due to underlying cardiac condition
I468, v28, 213, Cardiac arrest due to other underlying condition
I469, v28, 213, Cardiac arrest, cause unspecified
I470, v28, 238, Re-entry ventricular arrhythmia
I4720, v28, 238, Ventricular tachycardia, unspecified
I4721, v28, 238, Torsades de pointes
I4729, v28, 238, Other ventricular tachycardia
I479, v28, 238, Paroxysmal tachycardia, unspecified
I480, v28, 238, Paroxysmal atrial fibrillation
I4811, v28, 238, Longstanding persistent atrial fibrillation
I4819, v28, 238, Other persistent atrial fibrillation
I4820, v28, 238, Chronic atrial fibrillation, unspecified
I4821, v28, 238, Permanent atrial fibrillation
I483, v28, 238, Typical atrial flutter
I484, v28, 238, Atypical atrial flutter
I4891, v28, 238, Unspecified atrial fibrillation
I4892, v28, 238, Unspecified atrial flutter
I4901, v28, 213, Ventricular fibrillation
I4902, v28, 213, Ventricular flutter
I492, v28, 238, Junctional premature depolarization
I495, v28, 238, Sick sinus syndrome
I501, v28, 226, Left ventricular failure, unspecified
I5020, v28, 226, Unspecified systolic (congestive) heart failure
I5021, v28, 225, Acute systolic (congestive) heart failure
I5022, v28, 226, Chronic systolic (congestive) heart failure
I5023, v28, 224, Acute on chronic systolic (congestive) heart failure
I5030, v28, 226, Unspecified diastolic (congestive) heart failure
I5031, v28, 225, Acute diastolic (congestive) heart failure
I5032, v28, 226, Chronic diastolic (congestive) heart failure
I5033, v28, 224, Acute on chronic diastolic (congestive) heart failure
I5040, v28, 226, Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
I5041, v28, 225, Acute combined systolic (congestive) and diastolic (congestive) heart failure
I5042, v28, 226, Chronic combined systolic (congestive) and diastolic (congestive) heart failure
I5043, v28, 224, Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure
I50810, v28, 226, Right heart failure, unspecified
I50811, v28, 225, Acute right heart failure
I50812, v28, 226, Chronic right heart failure
I50813, v28, 225, Acute on chronic right heart failure
I50814, v28, 226, Right heart failure due to left heart failure
I5082, v28, 226, Biventricular heart failure
I5083, v28, 226, High output heart failure
I5084, v28, 222, End stage heart failure
I5089, v28, 226, Other heart failure
I509, v28, 226, Heart failure, unspecified
I511, v28, 229, Rupture of chordae tendineae, not elsewhere classified
I512, v28, 229, Rupture of papillary muscle, not elsewhere classified
I514, v28, 227, Myocarditis, unspecified
I515, v28, 227, Myocardial degeneration
I6000, v28, 248, Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation
I6001, v28, 248, Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation
I6002, v28, 248, Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation
I6010, v28, 248, Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery
I6011, v28, 248, Nontraumatic subarachnoid hemorrhage from right middle cerebral artery
I6012, v28, 248, Nontraumatic subarachnoid hemorrhage from left middle cerebral artery
I602, v28, 248, Nontraumatic subarachnoid hemorrhage from anterior communicating artery
I6030, v28, 248, Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery
I6031, v28, 248, Nontraumatic subarachnoid hemorrhage from right posterior communicating artery
I6032, v28, 248, Nontraumatic subarachnoid hemorrhage from left posterior communicating artery
I604, v28, 248, Nontraumatic subarachnoid hemorrhage from basilar artery
I6050, v28, 248, Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery
I6051, v28, 248, Nontraumatic subarachnoid hemorrhage from right vertebral artery
I6052, v28, 248, Nontraumatic subarachnoid hemorrhage from left vertebral artery
I606, v28, 248, Nontraumatic subarachnoid hemorrhage from other intracranial arteries
I607, v28, 248, Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery
I608, v28, 248, Other nontraumatic subarachnoid hemorrhage
I609, v28, 248, Nontraumatic subarachnoid hemorrhage, unspecified
I610, v28, 248, Nontraumatic intracerebral hemorrhage in hemisphere, subcortical
I611, v28, 248, Nontraumatic intracerebral hemorrhage in hemisphere, cortical
I612, v28, 248, Nontraumatic intracerebral hemorrhage in hemisphere, unspecified
I613, v28, 248, Nontraumatic intracerebral hemorrhage in brain stem
I614, v28, 248, Nontraumatic intracerebral hemorrhage in cerebellum
I615, v28, 248, Nontraumatic intracerebral hemorrhage, intraventricular
I616, v28, 248, Nontraumatic intracerebral hemorrhage, multiple localized
I618, v28, 248, Other nontraumatic intracerebral hemorrhage
I619, v28, 248, Nontraumatic intracerebral hemorrhage, unspecified
I6200, v28, 248, Nontraumatic subdural hemorrhage, unspecified
I6201, v28, 248, Nontraumatic acute subdural hemorrhage
I6202, v28, 248, Nontraumatic subacute subdural hemorrhage
I6203, v28, 248, Nontraumatic chronic subdural hemorrhage
I621, v28, 248, Nontraumatic extradural hemorrhage
I629, v28, 248, Nontraumatic intracranial hemorrhage, unspecified
I6300, v28, 249, Cerebral infarction due to thrombosis of unspecified precerebral artery
I63011, v28, 249, Cerebral infarction due to thrombosis of right vertebral artery
I63012, v28, 249, Cerebral infarction due to thrombosis of left vertebral artery
I63013, v28, 249, Cerebral infarction due to thrombosis of bilateral vertebral arteries
I63019, v28, 249, Cerebral infarction due to thrombosis of unspecified vertebral artery
I6302, v28, 249, Cerebral infarction due to thrombosis of basilar artery
I63031, v28, 249, Cerebral infarction due to thrombosis of right carotid artery
I63032, v28, 249, Cerebral infarction due to thrombosis of left carotid artery
I63033, v28, 249, Cerebral infarction due to thrombosis of bilateral carotid arteries
I63039, v28, 249, Cerebral infarction due to thrombosis of unspecified carotid artery
I6309, v28, 249, Cerebral infarction due to thrombosis of other precerebral artery
I6310, v28, 249, Cerebral infarction due to embolism of unspecified precerebral artery
I63111, v28, 249, Cerebral infarction due to embolism of right vertebral artery
I63112, v28, 249, Cerebral infarction due to embolism of left vertebral artery
I63113, v28, 249, Cerebral infarction due to embolism of bilateral vertebral arteries
I63119, v28, 249, Cerebral infarction due to embolism of unspecified vertebral artery
I6312, v28, 249, Cerebral infarction due to embolism of basilar artery
I63131, v28, 249, Cerebral infarction due to embolism of right carotid artery
I63132, v28, 249, Cerebral infarction due to embolism of left carotid artery
I63133, v28, 249, Cerebral infarction due to embolism of bilateral carotid arteries
I63139, v28, 249, Cerebral infarction due to embolism of unspecified carotid artery
I6319, v28, 249, Cerebral infarction due to embolism of other precerebral artery
I6320, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries
I63211, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery
I63212, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery
I63213, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries
I63219, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery
I6322, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of basilar artery
I63231, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
I63232, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
I63233, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries
I63239, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery
I6329, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries
I6330, v28, 249, Cerebral infarction due to thrombosis of unspecified cerebral artery
I63311, v28, 249, Cerebral infarction due to thrombosis of right middle cerebral artery
I63312, v28, 249, Cerebral infarction due to thrombosis of left middle cerebral artery
I63313, v28, 249, Cerebral infarction due to thrombosis of bilateral middle cerebral arteries
I63319, v28, 249, Cerebral infarction due to thrombosis of unspecified middle cerebral artery
I63321, v28, 249, Cerebral infarction due to thrombosis of right anterior cerebral artery
I63322, v28, 249, Cerebral infarction due to thrombosis of left anterior cerebral artery
I63323, v28, 249, Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries
I63329, v28, 249, Cerebral infarction due to thrombosis of unspecified anterior cerebral artery
I63331, v28, 249, Cerebral infarction due to thrombosis of right posterior cerebral artery
I63332, v28, 249, Cerebral infarction due to thrombosis of left posterior cerebral artery
I63333, v28, 249, Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries
I63339, v28, 249, Cerebral infarction due to thrombosis of unspecified posterior cerebral artery
I63341, v28, 249, Cerebral infarction due to thrombosis of right cerebellar artery
I63342, v28, 249, Cerebral infarction due to thrombosis of left cerebellar artery
I63343, v28, 249, Cerebral infarction due to thrombosis of bilateral cerebellar arteries
I63349, v28, 249, Cerebral infarction due to thrombosis of unspecified cerebellar artery
I6339, v28, 249, Cerebral infarction due to thrombosis of other cerebral artery
I6340, v28, 249, Cerebral infarction due to embolism of unspecified cerebral artery
I63411, v28, 249, Cerebral infarction due to embolism of right middle cerebral artery
I63412, v28, 249, Cerebral infarction due to embolism of left middle cerebral artery
I63413, v28, 249, Cerebral infarction due to embolism of bilateral middle cerebral arteries
I63419, v28, 249, Cerebral infarction due to embolism of unspecified middle cerebral artery
I63421, v28, 249, Cerebral infarction due to embolism of right anterior cerebral artery
I63422, v28, 249, Cerebral infarction due to embolism of left anterior cerebral artery
I63423, v28, 249, Cerebral infarction due to embolism of bilateral anterior cerebral arteries
I63429, v28, 249, Cerebral infarction due to embolism of unspecified anterior cerebral artery
I63431, v28, 249, Cerebral infarction due to embolism of right posterior cerebral artery
I63432, v28, 249, Cerebral infarction due to embolism of left posterior cerebral artery
I63433, v28, 249, Cerebral infarction due to embolism of bilateral posterior cerebral arteries
I63439, v28, 249, Cerebral infarction due to embolism of unspecified posterior cerebral artery
I63441, v28, 249, Cerebral infarction due to embolism of right cerebellar artery
I63442, v28, 249, Cerebral infarction due to embolism of left cerebellar artery
I63443, v28, 249, Cerebral infarction due to embolism of bilateral cerebellar arteries
I63449, v28, 249, Cerebral infarction due to embolism of unspecified cerebellar artery
I6349, v28, 249, Cerebral infarction due to embolism of other cerebral artery
I6350, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery
I63511, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery
I63512, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery
I63513, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries
I63519, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery
I63521, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery
I63522, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery
I63523, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries
I63529, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery
I63531, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery
I63532, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery
I63533, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries
I63539, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery
I63541, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery
I63542, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery
I63543, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries
I63549, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery
I6359, v28, 249, Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
I636, v28, 249, Cerebral infarction due to cerebral venous thrombosis, nonpyogenic
I6381, v28, 249, Other cerebral infarction due to occlusion or stenosis of small artery
I6389, v28, 249, Other cerebral infarction
I639, v28, 249, Cerebral infarction, unspecified
I673, v28, 127, Progressive vascular leukoencephalopathy
I69031, v28, 254, Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right dominant side
I69032, v28, 254, Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left dominant side
I69033, v28, 254, Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
I69034, v28, 254, Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
I69039, v28, 254, Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69041, v28, 254, Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side
I69042, v28, 254, Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side
I69043, v28, 254, Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
I69044, v28, 254, Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
I69049, v28, 254, Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69051, v28, 253, Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side
I69052, v28, 253, Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side
I69053, v28, 253, Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
I69054, v28, 253, Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
I69059, v28, 253, Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69061, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side
I69062, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left dominant side
I69063, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side
I69064, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side
I69065, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral
I69069, v28, 254, Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting unspecified side
I69131, v28, 254, Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right dominant side
I69132, v28, 254, Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left dominant side
I69133, v28, 254, Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side
I69134, v28, 254, Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side
I69139, v28, 254, Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting unspecified side
I69141, v28, 254, Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side
I69142, v28, 254, Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left dominant side
I69143, v28, 254, Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side
I69144, v28, 254, Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side
I69149, v28, 254, Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting unspecified side
I69151, v28, 253, Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side
I69152, v28, 253, Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left dominant side
I69153, v28, 253, Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right non-dominant side
I69154, v28, 253, Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side
I69159, v28, 253, Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting unspecified side
I69161, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right dominant side
I69162, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left dominant side
I69163, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right non-dominant side
I69164, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left non-dominant side
I69165, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage, bilateral
I69169, v28, 254, Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting unspecified side
I69231, v28, 254, Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right dominant side
I69232, v28, 254, Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left dominant side
I69233, v28, 254, Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side
I69234, v28, 254, Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side
I69239, v28, 254, Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting unspecified side
I69241, v28, 254, Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right dominant side
I69242, v28, 254, Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left dominant side
I69243, v28, 254, Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side
I69244, v28, 254, Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side
I69249, v28, 254, Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting unspecified side
I69251, v28, 253, Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side
I69252, v28, 253, Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left dominant side
I69253, v28, 253, Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side
I69254, v28, 253, Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side
I69259, v28, 253, Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side
I69261, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right dominant side
I69262, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side
I69263, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right non-dominant side
I69264, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left non-dominant side
I69265, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral
I69269, v28, 254, Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting unspecified side
I69331, v28, 254, Monoplegia of upper limb following cerebral infarction affecting right dominant side
I69332, v28, 254, Monoplegia of upper limb following cerebral infarction affecting left dominant side
I69333, v28, 254, Monoplegia of upper limb following cerebral infarction affecting right non-dominant side
I69334, v28, 254, Monoplegia of upper limb following cerebral infarction affecting left non-dominant side
I69339, v28, 254, Monoplegia of upper limb following cerebral infarction affecting unspecified side
I69341, v28, 254, Monoplegia of lower limb following cerebral infarction affecting right dominant side
I69342, v28, 254, Monoplegia of lower limb following cerebral infarction affecting left dominant side
I69343, v28, 254, Monoplegia of lower limb following cerebral infarction affecting right non-dominant side
